"lat","long","accuracy","formatted_address","address_type","status","index"
33.6739906,-117.8431281,"premise","3141 Michelson Dr, Irvine, CA 92612, USA","premise","OK",82500
35.1717353,-80.8492716,"street_address","1600 E Woodlawn Rd, Charlotte, NC 28209, USA","street_address","OK",82501
34.0281598,-118.22995,"subpremise","1371 S Santa Fe Ave f, Los Angeles, CA 90021, USA","subpremise","OK",82502
35.2317813,-80.8457202,"subpremise","500 W 5th St #100, Charlotte, NC 28202, USA","subpremise","OK",82503
34.0283664,-118.257951,"street_address","631 E Washington Blvd, Los Angeles, CA 90015, USA","street_address","OK",82504
33.9597468,-118.3259639,"premise","3018 W Manchester Blvd, Inglewood, CA 90305, USA","premise","OK",82505
37.6598555,-113.0719207,"street_address","943 S Main St, Cedar City, UT 84720, USA","street_address","OK",82506
30.1092941,-96.0837578,"route","Blasingame Road, Hempstead, TX 77445, USA","route","OK",82507
39.109416,-108.5523461,"street_address","727 27 Rd, Grand Junction, CO 81506, USA","street_address","OK",82508
40.7453718,-73.9821073,"street_address","475 Park Ave S, New York, NY 10016, USA","street_address","OK",82509
34.1028202,-118.3284005,"street_address","1741 Ivar Ave, Los Angeles, CA 90028, USA","street_address","OK",82510
35.665661,-105.9570279,"street_address","1440 S St Francis Dr, Santa Fe, NM 87505, USA","street_address","OK",82511
42.266093,-71.801646,"street_address","306 Main St, Worcester, MA 01608, USA","street_address","OK",82512
26.7539408,-80.9353386,"premise","202 W Sugarland Hwy, Clewiston, FL 33440, USA","premise","OK",82513
42.271863,-84.457117,"street_address","3524 Wayland Dr, Jackson, MI 49202, USA","street_address","OK",82514
33.8068909,-118.1930627,"premise","2776 Pacific Ave, Long Beach, CA 90806, USA","premise","OK",82515
41.1301702,-73.3765959,"street_address","325 Post Rd W, Westport, CT 06880, USA","street_address","OK",82516
41.2369126,-80.7342553,"street_address","8640 E Market St, Warren, OH 44484, USA","street_address","OK",82517
42.3410039,-71.0687314,"street_address","74 Union Park St, Boston, MA 02118, USA","street_address","OK",82518
26.258399,-80.226155,"street_address","7537 NW 25th St, Margate, FL 33063, USA","street_address","OK",82519
38.9040418,-77.0388036,"street_address","1100 17th St NW, Washington, DC 20036, USA","street_address","OK",82520
40.788993,-74.3709633,"premise","12 Vreeland Rd, Florham Park, NJ 07932, USA","premise","OK",82521
41.0514745,-73.5428955,"premise","888 Washington Blvd, Stamford, CT 06901, USA","premise","OK",82522
41.821159,-72.828051,"street_address","30 Avon Meadow Ln, Avon, CT 06001, USA","street_address","OK",82523
40.5296928,-122.3023825,"premise","5300 Aviation Dr, Redding, CA 96002, USA","premise","OK",82524
33.8425095,-118.2803101,"premise","205 W Torrance Blvd, Carson, CA 90745, USA","premise","OK",82525
41.4198851,-73.5763253,"street_address","1475 NY-22, Brewster, NY 10509, USA","street_address","OK",82526
43.0331554,-78.8008299,"street_address","60 Pineview Dr, Buffalo, NY 14228, USA","street_address","OK",82527
41.699911,-73.885032,"street_address","675 Dutchess Turnpike, Arlington, NY 12603, USA","street_address","OK",82528
34.0613691,-118.3012045,"street_address","3530 Wilshire Blvd, Los Angeles, CA 90010, USA","street_address","OK",82529
42.333558,-83.0325654,"premise","1380 E Jefferson Ave, Detroit, MI 48207, USA","premise","OK",82530
32.4482106,-99.7328066,"premise","901 S 1st St, Abilene, TX 79602, USA","premise","OK",82531
39.5760197,-76.9961146,"premise","26 W Main St, Westminster, MD 21157, USA","premise","OK",82532
39.1886893,-106.8166076,"premise","620 E Hyman Ave, Aspen, CO 81611, USA","premise","OK",82533
40.1519297,-75.0100997,"street_address","940 Pennsylvania Blvd, Feasterville-Trevose, PA 19053, USA","street_address","OK",82534
41.5015411,-72.9008395,"street_address","98 Highland Ave, Cheshire, CT 06410, USA","street_address","OK",82535
37.7913964,-122.4028761,"premise","Russ Building, 235 Montgomery St, San Francisco, CA 94104, USA","premise","OK",82536
43.5283447,-71.46277,"premise","80 Highland St, Laconia, NH 03246, USA","premise","OK",82537
39.8062175,-75.0303473,"street_address","1341 Blackwood Clementon Rd, Clementon, NJ 08021, USA","street_address","OK",82538
40.3597133,-74.6017837,"premise","103 College Rd E, Princeton, NJ 08540, USA","premise","OK",82539
40.2992234,-74.6055637,"premise","196 Princeton Hightstown Rd, West Windsor Township, NJ 08550, USA","premise","OK",82540
40.3195501,-74.6336172,"street_address","777 Alexander Rd, Princeton, NJ 08540, USA","street_address","OK",82541
NA,NA,NA,NA,NA,"ZERO_RESULTS",82542
38.904545,-77.065633,"subpremise","1027 33rd St NW #140, Washington, DC 20007, USA","subpremise","OK",82543
38.9439583,-77.3615158,"street_address","2100 Reston Pkwy, Reston, VA 20191, USA","street_address","OK",82544
40.7531324,-73.9808621,"street_address","489 5th Ave, New York, NY 10017, USA","street_address","OK",82545
40.9326461,-73.7622507,"premise","2 Madison Ave, Larchmont, NY 10538, USA","premise","OK",82546
36.7975075,-76.177414,"subpremise","5347 Lila Ln #101, Virginia Beach, VA 23464, USA","subpremise","OK",82547
42.571374,-71.414287,"street_address","2 Technology Park Dr, Westford, MA 01886, USA","street_address","OK",82548
25.8276459,-80.3320383,"street_address","8255 NW 58th St, Doral, FL 33166, USA","street_address","OK",82549
41.8481438,-87.9717826,"premise","2021 Midwest Rd, Oak Brook, IL 60523, USA","premise","OK",82550
35.8957556,-78.6473847,"premise","9131 Anson Way, Raleigh, NC 27615, USA","premise","OK",82551
33.127103,-117.085478,"street_address","611 N Broadway, Escondido, CA 92025, USA","street_address","OK",82552
48.7150602,-122.3393278,"street_address","5 Hawks Hill Pl, Bellingham, WA 98229, USA","street_address","OK",82553
42.7883815,-88.3970038,"premise","2675 Main St, East Troy, WI 53120, USA","premise","OK",82554
34.12933,-118.000707,"street_address","1941 Walker Ave, Monrovia, CA 91016, USA","street_address","OK",82555
33.8857716,-118.2161351,"street_address","1145 S Santa Fe Ave, Compton, CA 90221, USA","street_address","OK",82556
34.0132868,-118.278579,"premise","3848 Hill St, Los Angeles, CA 90037, USA","premise","OK",82557
34.0611457,-117.7795031,"premise","1716 W Holt Ave, Pomona, CA 91768, USA","premise","OK",82558
34.0732816,-117.8894978,"premise","100 N Citrus St, West Covina, CA 91791, USA","premise","OK",82559
34.0470179,-118.2529267,"subpremise","606 Hill St #401, Los Angeles, CA 90014, USA","subpremise","OK",82560
34.0615874,-118.3373137,"street_address","4900 Wilshire Blvd, Los Angeles, CA 90010, USA","street_address","OK",82561
41.8523203,-87.9251013,"premise","300 Windsor Dr, Oak Brook, IL 60523, USA","premise","OK",82562
40.7526558,-73.9842793,"premise","37 W 39th St, New York, NY 10018, USA","premise","OK",82563
27.3684569,-82.5515882,"premise","3808 N Tamiami Trail, Sarasota, FL 34234, USA","premise","OK",82564
42.8642309,-87.9843432,"premise","5300 W Franklin Dr, Franklin, WI 53132, USA","premise","OK",82565
38.8754477,-76.9986501,"subpremise","515 M St SE #106, Washington, DC 20003, USA","subpremise","OK",82566
32.9517622,-97.0088777,"premise","801 Hammond St, Coppell, TX 75019, USA","premise","OK",82567
41.6664662,-88.0890238,"street_address","900 N Schmidt Rd, Romeoville, IL 60446, USA","street_address","OK",82568
40.7371923,-74.0739009,"street_address","35 Fayette Ave, Jersey City, NJ 07306, USA","street_address","OK",82569
34.0852573,-117.5518663,"premise","11570 6th St, Rancho Cucamonga, CA 91730, USA","premise","OK",82570
38.863579,-94.821313,"subpremise","401 W Frontier Ln #101, Olathe, KS 66061, USA","subpremise","OK",82571
33.843613,-117.557772,"street_address","807 E Chase Dr, Corona, CA 92881, USA","street_address","OK",82572
40.8766863,-74.1406427,"premise","1184 Main Ave, Clifton, NJ 07011, USA","premise","OK",82573
34.7257637,-86.6804186,"street_address","901 Explorer Blvd NW, Huntsville, AL 35806, USA","street_address","OK",82574
25.6859319,-80.1621071,"street_address","909 Crandon Blvd, Key Biscayne, FL 33149, USA","street_address","OK",82575
40.9022581,-74.1164797,"premise","465 Boulevard, Elmwood Park, NJ 07407, USA","premise","OK",82576
33.1863932,-97.1086132,"street_address","2202 S Interstate 35 E, Denton, TX 76205, USA","street_address","OK",82577
38.8477055,-77.3050766,"street_address","3950 University Dr, Fairfax, VA 22030, USA","street_address","OK",82578
32.9901414,-96.8027198,"postal_code","Dallas, TX 75379, USA","postal_code","OK",82579
32.9611357,-96.7133364,"subpremise","833 E Arapaho Rd #210richardsontexas75081, Richardson, TX 75081, USA","subpremise","OK",82580
40.8595766,-74.328101,"premise","64 US-46, Pine Brook, NJ 07058, USA","premise","OK",82581
40.7191029,-73.947144,"street_address","419 Manhattan Ave, Brooklyn, NY 11222, USA","street_address","OK",82582
39.6849861,-75.6834553,"street_address","4150 Ogletown Stanton Rd, Newark, DE 19713, USA","street_address","OK",82583
32.895037,-96.904068,"subpremise","2216 Royal Ln #100dallastexas75229, Dallas, TX 75229, USA","subpremise","OK",82584
40.8803493,-74.0509553,"street_address","30 Railroad Ave, Hackensack, NJ 07601, USA","street_address","OK",82585
34.699075,-86.6015125,"premise","2223 Drake Ave SW, Huntsville, AL 35805, USA","premise","OK",82586
29.7323535,-95.487894,"street_address","6110 Richmond Ave, Houston, TX 77057, USA","street_address","OK",82587
NA,NA,NA,NA,NA,"ZERO_RESULTS",82588
40.2625374,-111.6774851,"premise","2005 State St, Orem, UT 84097, USA","premise","OK",82589
26.3125777,-80.1952112,"premise","5105 Johnson Rd, Coconut Creek, FL 33073, USA","premise","OK",82590
29.7381124,-95.3929105,"premise","Welder Hall, 3812 Yoakum Blvd, Houston, TX 77006, USA","premise","OK",82591
30.4157709,-87.2048095,"subpremise","401 E Chase St #101pensacolaflorida32502, Pensacola, FL 32501, USA","subpremise","OK",82592
30.1590056,-95.4564698,"premise","10001 Woodloch Forest Dr, The Woodlands, TX 77380, USA","premise","OK",82593
40.752952,-74.4061739,"street_address","213 Main St, Madison, NJ 07940, USA","street_address","OK",82594
40.7375461,-74.037205,"premise","400 Newark St, Hoboken, NJ 07030, USA","premise","OK",82595
41.9272631,-87.8139798,"premise","2600 N 75th Ave, Elmwood Park, IL 60707, USA","premise","OK",82596
41.0345416,-80.393096,"street_address","154 Keystone Dr, New Castle, PA 16105, USA","street_address","OK",82597
34.1769913,-118.5919836,"street_address","21050 Califa St, Woodland Hills, CA 91367, USA","street_address","OK",82598
32.9052196,-117.1775803,"subpremise","6727 Flanders Dr #204, San Diego, CA 92121, USA","subpremise","OK",82599
41.9784632,-87.9723187,"street_address","810 N Central Ave, Wood Dale, IL 60191, USA","street_address","OK",82600
34.0619487,-118.3018487,"subpremise","3545 Wilshire Blvd #250, Los Angeles, CA 90010, USA","subpremise","OK",82601
41.8541623,-87.6491264,"premise","916 W 21st St, Chicago, IL 60608, USA","premise","OK",82602
40.230227,-74.6867089,"street_address","2333 Whitehorse Mercerville Rd, Trenton, NJ 08619, USA","street_address","OK",82603
34.2436404,-116.8924255,"premise","41688 Big Bear Blvd, Big Bear Lake, CA 92315, USA","premise","OK",82604
36.1341719,-95.9676084,"premise","1924 S Utica Ave, Tulsa, OK 74104, USA","premise","OK",82605
42.991686,-78.884657,"street_address","2000 Military Rd, Tonawanda, NY 14150, USA","street_address","OK",82606
34.1526403,-117.4128218,"premise","3009 N Laurel Ave, Rialto, CA 92377, USA","premise","OK",82607
42.3829439,-71.1320925,"street_address","231 Concord Ave, Cambridge, MA 02138, USA","street_address","OK",82608
41.51667,-71.291696,"street_address","88 Valley Rd, Middletown, RI 02842, USA","street_address","OK",82609
40.612287,-74.2746952,"premise","175 W Grand Ave, Rahway, NJ 07065, USA","premise","OK",82610
39.057464,-84.6320825,"premise","1845 Airport Exchange Blvd, Erlanger, KY 41018, USA","premise","OK",82611
40.7520964,-73.9906904,"street_address","213 W 35th St, New York, NY 10001, USA","street_address","OK",82612
40.7382592,-74.0021179,"street_address","110 Greenwich Ave, New York, NY 10011, USA","street_address","OK",82613
35.053516,-78.879837,"subpremise","208 Hay St #2, Fayetteville, NC 28301, USA","subpremise","OK",82614
40.984932,-72.214637,"street_address","10 Prospect Blvd, East Hampton, NY 11937, USA","street_address","OK",82615
40.7070073,-74.0124605,"street_address","61 Broadway, New York, NY 10006, USA","street_address","OK",82616
38.9188509,-77.1378832,"premise","4007 N Abingdon St, Arlington, VA 22207, USA","premise","OK",82617
37.8039462,-122.4485562,"street_address","3601 Lyon St, San Francisco, CA 94123, USA","street_address","OK",82618
41.2658712,-96.0485429,"street_address","720 N 87th St, Omaha, NE 68114, USA","street_address","OK",82619
39.9511088,-75.5897364,"street_address","201 Carter Dr, West Chester, PA 19382, USA","street_address","OK",82620
40.773314,-73.9243599,"street_address","25-40 22nd St, Long Island City, NY 11102, USA","street_address","OK",82621
40.7551915,-74.0314677,"subpremise","1422 Grand St #4d, Hoboken, NJ 07030, USA","subpremise","OK",82622
40.6888729,-73.9764096,"street_address","29 Fort Greene Pl, Brooklyn, NY 11217, USA","street_address","OK",82623
41.398804,-81.2754439,"street_address","17290 Munn Rd, Chagrin Falls, OH 44023, USA","street_address","OK",82624
25.6469255,-80.3954129,"street_address","12457 SW 130th St, Miami, FL 33186, USA","street_address","OK",82625
40.769971,-73.967841,"street_address","8 E 69th St, New York, NY 10021, USA","street_address","OK",82626
25.788186,-80.1970693,"street_address","106 NW 14th St, Miami, FL 33136, USA","street_address","OK",82627
40.8683945,-73.9599093,"premise","120 Van Nostrand Ave, Englewood Cliffs, NJ 07632, USA","premise","OK",82628
25.9694785,-80.1426055,"premise","One Aventura, 20900 NE 30th Ave, Aventura, FL 33180, USA","premise","OK",82629
39.9613168,-75.1711153,"premise","411 N 20th St, Philadelphia, PA 19130, USA","premise","OK",82630
40.804295,-73.9066129,"street_address","880 E 141st St, Bronx, NY 10454, USA","street_address","OK",82631
34.0620197,-118.3094601,"subpremise","3807 Wilshire Blvd #730, Los Angeles, CA 90010, USA","subpremise","OK",82632
41.8692998,-87.6530416,"premise","1049 W Taylor St, Chicago, IL 60607, USA","premise","OK",82633
40.7719959,-74.08078,"street_address","901 Castle Rd, Secaucus, NJ 07094, USA","street_address","OK",82634
40.746735,-73.954627,"street_address","5-17 46th Rd, Long Island City, NY 11101, USA","street_address","OK",82635
30.103059,-94.1878267,"premise","2335 Sunflower Ln, Beaumont, TX 77713, USA","premise","OK",82636
41.013708,-73.942699,"street_address","230 Pegasus Ave, Northvale, NJ 07647, USA","street_address","OK",82637
40.7169395,-73.9953594,"street_address","87 Bowery, New York, NY 10002, USA","street_address","OK",82638
33.697826,-117.998018,"street_address","18242 Enterprise Ln, Huntington Beach, CA 92648, USA","street_address","OK",82639
25.7494896,-80.2220777,"street_address","2280 SW 17th Ave, Miami, FL 33145, USA","street_address","OK",82640
40.7602511,-73.8016439,"street_address","164-18 Northern Blvd, Flushing, NY 11358, USA","street_address","OK",82641
40.2623942,-111.6634837,"premise","275 W 2230 N, Provo, UT 84604, USA","premise","OK",82642
33.4498345,-112.0746995,"premise","US Bank Tower, 101 N 1st Ave, Phoenix, AZ 85003, USA","premise","OK",82643
25.656786,-80.398678,"street_address","12600 SW 120th St, Miami, FL 33186, USA","street_address","OK",82644
40.665239,-73.781952,"street_address","145-30 156th St, Jamaica, NY 11434, USA","street_address","OK",82645
40.875823,-74.0579552,"premise","201 Charles St, Hackensack, NJ 07601, USA","premise","OK",82646
39.8522206,-105.0047171,"subpremise","1401 W 85th Ave #101, Federal Heights, CO 80260, USA","subpremise","OK",82647
25.76369,-80.1894301,"premise","1001 Brickell Bay Dr, Miami, FL 33131, USA","premise","OK",82648
40.708372,-73.864028,"street_address","83-40 72 Dr, Glendale, NY 11385, USA","street_address","OK",82649
40.891264,-74.044906,"street_address","380 Railroad Ave, Hackensack, NJ 07601, USA","street_address","OK",82650
39.7507672,-105.0011085,"premise","1515 Wazee St, Denver, CO 80202, USA","premise","OK",82651
37.2646027,-121.9552597,"premise","1506 Dell Ave, Campbell, CA 95008, USA","premise","OK",82652
40.914304,-73.999111,"street_address","33 New Bridge Rd, Bergenfield, NJ 07621, USA","street_address","OK",82653
40.914304,-73.999111,"street_address","33 New Bridge Rd, Bergenfield, NJ 07621, USA","street_address","OK",82654
45.0238278,-84.6824743,"street_address","529 S Wisconsin Ave, Gaylord, MI 49735, USA","street_address","OK",82655
40.9602924,-74.2446649,"subpremise","1211 Hamburg Turnpike #229, Wayne, NJ 07470, USA","subpremise","OK",82656
33.180268,-117.137532,"street_address","2110 Low Chaparral Dr, San Marcos, CA 92069, USA","street_address","OK",82657
42.4239158,-83.4275455,"street_address","38701 W Seven Mile Rd, Livonia, MI 48152, USA","street_address","OK",82658
NA,NA,NA,NA,NA,"ZERO_RESULTS",82659
42.3702793,-83.4026486,"premise","12001 Levan Rd, Livonia, MI 48150, USA","premise","OK",82660
40.7052529,-74.0140703,"street_address","11 Broadway, New York, NY 10004, USA","street_address","OK",82661
40.7423612,-73.9842177,"premise","381 Park Ave S, New York, NY 10016, USA","premise","OK",82662
41.8052347,-88.1394856,"premise","535 E Diehl Rd, Naperville, IL 60563, USA","premise","OK",82663
40.7446274,-73.9934086,"premise","134 W 25th St, New York, NY 10001, USA","premise","OK",82664
39.9203633,-83.1297875,"premise","1535 Georgesville Rd, Columbus, OH 43228, USA","premise","OK",82665
40.7520964,-73.9906904,"street_address","213 W 35th St, New York, NY 10001, USA","street_address","OK",82666
39.1430385,-84.5086476,"street_address","3400 Vine St, Cincinnati, OH 45220, USA","street_address","OK",82667
26.7140454,-80.0971225,"premise","560 Village Blvd, West Palm Beach, FL 33409, USA","premise","OK",82668
40.7149432,-74.0060428,"subpremise","291 Broadway #302, New York, NY 10007, USA","subpremise","OK",82669
38.96846,-77.485608,"street_address","43808 Beaver Meadow Rd, Sterling, VA 20166, USA","street_address","OK",82670
33.4340059,-84.457277,"street_address","735 Glynn St S, Fayetteville, GA 30214, USA","street_address","OK",82671
34.0257633,-118.3885251,"premise","8924 Lindblade St, Culver City, CA 90232, USA","premise","OK",82672
34.017581,-118.14515,"street_address","5830 Whittier Blvd, East Los Angeles, CA 90022, USA","street_address","OK",82673
40.7071307,-74.0077735,"street_address","80 Maiden Ln, New York, NY 10038, USA","street_address","OK",82674
38.2308538,-122.6021912,"subpremise","1445 Technology Ln a5petalumacalifornia94954, Petaluma, CA 94954, USA","subpremise","OK",82675
35.4291003,-81.2715079,"premise","1877 Kawai Rd, Lincolnton, NC 28092, USA","premise","OK",82676
45.720616,-122.6517272,"premise","13712 NE 20th Ave, Vancouver, WA 98686, USA","premise","OK",82677
25.910768,-80.2947973,"subpremise","5793 NW 151st St b, Miami Lakes, FL 33014, USA","subpremise","OK",82678
47.6133218,-122.1978558,"premise","10655 NE 4th St, Bellevue, WA 98004, USA","premise","OK",82679
40.056738,-83.112682,"street_address","3554 Mark Twain Ct, Hilliard, OH 43026, USA","street_address","OK",82680
42.0602801,-88.1362756,"premise","2357 Hassell Rd, Hoffman Estates, IL 60169, USA","premise","OK",82681
33.793947,-84.364953,"street_address","1445 Monroe Dr NE, Atlanta, GA 30324, USA","street_address","OK",82682
33.8596151,-118.3239473,"street_address","2555 W 190th St, Torrance, CA 90504, USA","street_address","OK",82683
32.8754231,-96.8775682,"subpremise","9840 Monroe Dr #105, Dallas, TX 75220, USA","subpremise","OK",82684
NA,NA,NA,NA,NA,"ZERO_RESULTS",82685
33.5956,-86.2491329,"premise","108 Parkway E, Pell City, AL 35125, USA","premise","OK",82686
NA,NA,NA,NA,NA,"ZERO_RESULTS",82687
40.7453297,-73.9929523,"street_address","134 W 26th St, New York, NY 10001, USA","street_address","OK",82688
NA,NA,NA,NA,NA,"ZERO_RESULTS",82689
36.1606749,-115.2713291,"subpremise","1081 S Cimarron Rd #4, Las Vegas, NV 89145, USA","subpremise","OK",82690
39.1895907,-76.8152217,"subpremise","8840 Stanford Blvd #400columbiamaryland21045, Columbia, MD 21045, USA","subpremise","OK",82691
42.5598524,-83.1887449,"premise","3001 W Big Beaver Rd, Troy, MI 48084, USA","premise","OK",82692
36.078744,-115.2774944,"subpremise","6040 S Durango Dr #105, Las Vegas, NV 89113, USA","subpremise","OK",82693
43.1122499,-77.5486177,"street_address","2816 Monroe Ave, Rochester, NY 14618, USA","street_address","OK",82694
37.409391,-121.871273,"street_address","3036 Vía Del Coronado, San Jose, CA 95132, USA","street_address","OK",82695
44.8944587,-89.5161059,"premise","8404 Venture Cir, Weston, WI 54476, USA","premise","OK",82696
42.2253712,-71.1695669,"premise","3 Allied Dr, Dedham, MA 02026, USA","premise","OK",82697
38.9561734,-77.3861139,"premise","620 Herndon Pkwy, Herndon, VA 20170, USA","premise","OK",82698
25.7335392,-80.3441791,"premise","3922 SW 92nd Ave, Miami, FL 33165, USA","premise","OK",82699
40.757122,-73.9865613,"street_address","1501 Broadway, New York, NY 10036, USA","street_address","OK",82700
33.8334273,-84.3797046,"street_address","2890 N Fulton Dr NE, Atlanta, GA 30305, USA","street_address","OK",82701
38.0922679,-84.4939734,"premise","1537 Bull Lea Rd, Lexington, KY 40511, USA","premise","OK",82702
40.3921544,-74.2219563,"subpremise","1208 NJ-34 #16, Aberdeen Township, NJ 07747, USA","subpremise","OK",82703
32.4238142,-86.418408,"street_address","1040 Friction Dr, Prattville, AL 36067, USA","street_address","OK",82704
34.0394907,-84.2880515,"premise","4555 Mansell Rd, Alpharetta, GA 30022, USA","premise","OK",82705
40.7550353,-73.9718588,"premise","780 3rd Ave, New York, NY 10017, USA","premise","OK",82706
41.9707591,-89.8007597,"street_address","21645 W 8th St, Milledgeville, IL 61051, USA","street_address","OK",82707
37.6527084,-120.9580148,"premise","2150 Scenic Dr, Modesto, CA 95355, USA","premise","OK",82708
25.7523052,-80.2617674,"subpremise","355 Alhambra Cir #1510, Coral Gables, FL 33134, USA","subpremise","OK",82709
26.315195,-80.127612,"street_address","218 S Military Trail, Deerfield Beach, FL 33442, USA","street_address","OK",82710
40.7629094,-73.9745586,"premise","The Crown Building, 730 5th Ave, New York, NY 10019, USA","premise","OK",82711
35.0921223,-85.2570948,"street_address","3806 Amnicola Hwy, Chattanooga, TN 37406, USA","street_address","OK",82712
36.7677636,-76.2188199,"street_address","1207 Volvo Pkwy, Chesapeake, VA 23320, USA","street_address","OK",82713
36.7677636,-76.2188199,"street_address","1207 Volvo Pkwy, Chesapeake, VA 23320, USA","street_address","OK",82714
42.0542668,-87.744031,"street_address","4709 Golf Rd, Skokie, IL 60076, USA","street_address","OK",82715
40.7083271,-74.0112469,"street_address","100 Canyon of Heroes, New York, NY 10006, USA","street_address","OK",82716
37.3208674,-121.9517037,"premise","383 Spar Ave, San Jose, CA 95117, USA","premise","OK",82717
25.765855,-80.1947833,"premise","80 SW 8th St, Miami, FL 33130, USA","premise","OK",82718
41.7788628,-88.0948979,"street_address","5700 College Rd, Lisle, IL 60532, USA","street_address","OK",82719
36.1452111,-95.9585454,"street_address","2311 E 12th Pl, Tulsa, OK 74104, USA","street_address","OK",82720
27.6393891,-80.5100157,"subpremise","8880 20th St amiamiflorida33172, Vero Beach, FL 32966, USA","subpremise","OK",82721
25.7944931,-80.2392756,"street_address","2657 NW 20th St, Miami, FL 33142, USA","street_address","OK",82722
25.8316485,-80.3314032,"street_address","8255 NW 64th St, Miami, FL 33166, USA","street_address","OK",82723
40.733576,-73.604851,"street_address","791 Stewart Ave, Garden City, NY 11530, USA","street_address","OK",82724
41.640157,-73.3187559,"street_address","5 Green Hill Rd, Washington, CT 06793, USA","street_address","OK",82725
40.7366887,-74.1707927,"premise","National Newark Building, 744 Broad St, Newark, NJ 07102, USA","premise","OK",82726
25.4541485,-80.4129933,"premise","Ticket Box Office, Homestead, FL 33035, USA","premise","OK",82727
38.676775,-90.4040083,"premise","1050 N Lindbergh Blvd, St. Louis, MO 63132, USA","premise","OK",82728
46.295481,-111.483354,"street_address","91 Lower Deep Creek Rd, Townsend, MT 59644, USA","street_address","OK",82729
38.8334998,-77.1876464,"premise","7023 Columbia Pike, Annandale, VA 22003, USA","premise","OK",82730
42.7255949,-84.4558718,"street_address","4970 Northwind Dr, East Lansing, MI 48823, USA","street_address","OK",82731
42.746984,-84.6573739,"street_address","1253 Runaway Bay Dr, Lansing, MI 48917, USA","street_address","OK",82732
38.3534887,-85.7443248,"street_address","6209 Gheens Mill Rd, Jeffersonville, IN 47130, USA","street_address","OK",82733
39.7803364,-104.8638854,"premise","4585 Ironton St, Denver, CO 80239, USA","premise","OK",82734
NA,NA,NA,NA,NA,"ZERO_RESULTS",82735
37.5249399,-122.2577666,"premise","275 Shoreline Dr, Redwood City, CA 94065, USA","premise","OK",82736
42.2902129,-71.5816342,"street_address","1400 Computer Dr, Westborough, MA 01581, USA","street_address","OK",82737
NA,NA,NA,NA,NA,"ZERO_RESULTS",82738
32.8249754,-97.0417458,"premise","4201 Diplomacy Rd, Fort Worth, TX 76155, USA","premise","OK",82739
39.0588814,-84.6337591,"street_address","1895 Airport Exchange Blvd, Erlanger, KY 41018, USA","street_address","OK",82740
25.8084617,-80.3288166,"premise","3785 NW 82nd Ave, Doral, FL 33166, USA","premise","OK",82741
27.9425974,-82.4518925,"street_address","401 Channelside Dr, Tampa, FL 33602, USA","street_address","OK",82742
NA,NA,NA,NA,NA,"ZERO_RESULTS",82743
46.8633933,-96.8269466,"premise","1102 Page Dr, Fargo, ND 58103, USA","premise","OK",82744
NA,NA,NA,NA,NA,"ZERO_RESULTS",82745
39.9957634,-76.7147724,"route","Live Oak Ln, York, PA 17406, USA","route","OK",82746
38.904148,-94.529398,"street_address","12121 Blue Ridge Blvd, Grandview, MO 64030, USA","street_address","OK",82747
33.5511674,-112.0488104,"premise","7740 N 16th St, Phoenix, AZ 85020, USA","premise","OK",82748
39.65376,-78.758717,"street_address","200 Glenn St, Cumberland, MD 21502, USA","street_address","OK",82749
38.256425,-85.7586483,"premise","500 W Main St, Louisville, KY 40202, USA","premise","OK",82750
34.640816,-120.11096,"street_address","2511 School St, Solvang, CA 93463, USA","street_address","OK",82751
39.087219,-77.214847,"street_address","14117 Chinkapin Dr, Rockville, MD 20850, USA","street_address","OK",82752
40.8859851,-74.0421426,"premise","241 Main St, Hackensack, NJ 07601, USA","premise","OK",82753
41.227689,-81.639037,"subpremise","3380 Brecksville Rd #200richfieldohio44286, Richfield, OH 44286, USA","subpremise","OK",82754
33.930329,-84.3785157,"street_address","6700 Vernon Woods Dr NE, Sandy Springs, GA 30328, USA","street_address","OK",82755
40.5520637,-74.4198669,"premise","1 Cragwood Rd, South Plainfield, NJ 07080, USA","premise","OK",82756
40.462126,-86.932053,"street_address","1425 Innovation Pl, West Lafayette, IN 47906, USA","street_address","OK",82757
29.7604054,-95.3640089,"street_address","600 Travis St, Houston, TX 77002, USA","street_address","OK",82758
39.3100262,-76.6587548,"street_address","2500 W North Ave, Baltimore, MD 21216, USA","street_address","OK",82759
NA,NA,NA,NA,NA,"ZERO_RESULTS",82760
40.7711903,-111.889389,"street_address","50 E N Temple St, Salt Lake City, UT 84150, USA","street_address","OK",82761
25.890567,-80.321763,"street_address","7500 W 18th Ln, Hialeah, FL 33014, USA","street_address","OK",82762
26.202932,-80.186551,"street_address","2941 W Cypress Creek Rd, Fort Lauderdale, FL 33309, USA","street_address","OK",82763
25.8058148,-80.3125408,"premise","Miami International Business Center, 3399 NW 72nd Ave, Miami, FL 33122, USA","premise","OK",82764
34.0586446,-118.4130375,"premise","Century Plaza Towers, 2049 Century Park E, Los Angeles, CA 90067, USA","premise","OK",82765
34.5102141,-89.0388871,"street_address","1015 Munsford Dr, New Albany, MS 38652, USA","street_address","OK",82766
47.505643,-111.303606,"street_address","8 3rd St N, Great Falls, MT 59401, USA","street_address","OK",82767
40.7535849,-73.9914546,"street_address","252 W 37th St, New York, NY 10018, USA","street_address","OK",82768
37.7915651,-122.394114,"premise","135 Main St, San Francisco, CA 94105, USA","premise","OK",82769
